517,Bert Beveridge,3.9,56,vodka,United States

518,Zhou Jianping,3.9,58,fashion retail,China

519,Elisabeth Mohn,3.9,77,publishing,Germany

520,Chairul Tanjung,3.9,56,diversified,Indonesia

521,Antti Herlin,3.9,61,elevators escalators,Finland

522,Peter Hargreaves,3.9,72,financial services,United Kingdom

523,Tom Gores,3.9,54,private equity,United States

524,Denise Coates,3.9,51,online gambling,United Kingdom

525,Jaran Chiaravanont,3.9,88,diversified,Thailand

526,Chip Wilson,3.9,61,Lululemon,Canada

527,Johan Johannson,3.9,51,grocery stores,Norway

528,Mark Cuban,3.9,60,online media,United States

529,Montri Jiaravanont,3.9,87,diversified,Thailand

530,Henry Samueli,3.9,64,semiconductors,United States

531,Neil Bluhm,3.9,80,real estate,United States

532,Huang Rulun,3.9,67,real estate,China

533,Jeremy Jacobs Sr,3.9,78,food service,United States

534,MariaElisabeth SchaefflerThumann,3.9,77,auto parts,Germany

535,Naguib Sawiris,3.9,64,telecom,Egypt

536,Jack Dangermond,3.9,73,mapping software,United States

537,Gabe Newell,3.9,55,videogames,United States

538,Rahul Bajaj,3.8,80,motorcycles,India

539,Ursula BechtolsheimerKipp,3.8,,retail,Germany

540,Nick Caporella,3.8,82,beverages,United States

541,Ronald Lauder,3.8,74,Estee Lauder,United States

542,Ira Rennert,3.8,84,investments,United States

543,Tahir,3.8,66,diversified,Indonesia

544,Harry Stine,3.8,76,agriculture,United States

545,Otto Philipp Braun,3.8,40,medical technology,Germany

546,Samuel Tak Lee,3.8,79,real estate,Hong Kong

547,Yitzhak Tshuva,3.8,70,real estate,Israel

548,Julio Ponce Lerou,3.8,72,fertilizer,Chile

549,Andrej Babis,3.8,64,agriculture,Czech Republic

550,Robert McNair,3.8,81,energy sports,United States

551,John Gandel,3.8,84,shopping malls,Australia

552,Akio Nitori,3.8,74,home furnishings,Japan

553,John Gokongwei Jr,3.8,92,food and beverage,Philippines

554,Miguel Fluxa Rossello,3.8,80,hotels,Spain

555,Enrique Razon Jr,3.7,58,ports,Philippines

556,Michel Leclercq,3.7,79,sporting goods,France

557,Archie Aldis Emmerson,3.7,89,timberland lumber mills,United States

558,Pawan Munjal,3.7,64,motorcycles,India

559,Andres Santo Domingo,3.7,40,beer,United States

560,Antonio Del Valle Ruiz,3.7,80,chemicals,Mexico

561,Ravi Pillai,3.7,65,construction,India

562,Dan Friedkin,3.7,53,Toyota dealerships,United States

563,Alejandro Santo Domingo,3.7,41,beer,United States

564,Zhang Hongwei,3.7,63,oil banking,China

565,Rocco Commisso,3.7,68,telecom,United States

566,Shen Yuxing,3.7,59,real estate,China

567,Christoph Zeller,3.7,61,dental implants,Liechtenstein

568,Murat Ulker,3.7,59,food,Turkey

569,Yuri Milner,3.7,56,tech investments,Russia

570,James Packer,3.7,51,casinos,Australia

571,Brian Chesky,3.7,37,Airbnb,United States

571,Joe Gebbia,3.7,37,Airbnb,United States

571,Nathan Blecharczyk,3.7,35,Airbnb,United States

574,Dominika & Sebastian Kulczyk,3.7,,diversified,Poland

575,Steven Spielberg,3.7,71,Movies,United States

576,Michael Milken,3.7,72,investments,United States

577,Qiu Guanghe,3.7,66,fashion retail,China

578,John Brown,3.7,84,medical equipment,United States

579,Li Liufa,3.7,61,steel diversified,China

580,Wei Jianjun,3.7,54,automobiles,China

581,Kuldip Singh & Gurbachan Singh Dhingra,3.7,,paints,India

582,Renzo Rosso,3.7,63,fashion,Italy

583,Bernard Saul II,3.7,86,banking real estate,United States

584,Andreas Halvorsen,3.7,57,hedge funds,Norway

585,Anthony Bamford,3.6,72,construction equipment,United Kingdom

586,James Leprino,3.6,80,cheese,United States

587,Douglas Leone,3.6,61,venture capital,United States

588,Roger Wang,3.6,69,retail,United States

589,Peter Kellogg,3.6,76,investments,United States

590,Angela Leong,3.6,57,casinos,Hong Kong

591,Brian Acton,3.6,46,WhatsApp,United States

592,Daniela Herz,3.6,64,coffee,Germany

592,Guenter Herz,3.6,78,coffee,Germany

594,Viatcheslav Kantor,3.6,65,fertilizer real estate,Russia

595,Edward Johnson IV,3.6,53,money management,United States

595,Elizabeth Johnson,3.6,55,money management,United States

597,Masahiro Miki,3.6,63,shoes,Japan

598,Joshua Harris,3.6,53,private equity,United States

599,BR Shetty,3.6,76,healthcare,India

600,Li Wa,3.6,52,real estate,Hong Kong

601,Martin Haefner,3.6,64,software investments,Switzerland

602,Clifford Asness,3.6,51,Investment Management,United States

603,Gustaf Douglas,3.6,80,investments,Sweden

604,Donald Sterling,3.6,84,real estate,United States

605,Arnon Milchan,3.6,73,movie making,Israel

606,Sarath Ratanavadi,3.6,53,energy,Thailand

607,Juergen Blickle,3.6,71,auto parts,Germany

608,Ronald McAulay,3.6,83,energy,Hong Kong

609,Chen Lip Keong,3.6,71,casinos property energy,Malaysia

610,Mitchell Rales,3.6,62,manufacturing investments,United States

611,Fang Wei,3.6,45,steel,China

612,Zhou Xiaoguang,3.6,56,real estate,China

613,Jaime Gilinski Bacal,3.6,60,banking,Colombia

614,Kalanithi Maran,3.6,53,media,India

615,Qin Yinglin,3.5,53,pig breeding,China

616,Sudhir & Samir Mehta,3.5,,diversified,India

617,Liang Wengen,3.5,61,construction equipment,China

618,Reed Hastings,3.5,58,Netflix,United States

619,Judy Faulkner,3.5,75,health IT,United States

620,Barry Diller,3.5,76,online media,United States

621,Axel Oberwelland,3.5,51,candy,Germany

622,Barry Lam,3.5,69,electronics,Taiwan

623,Yao Liangsong,3.5,54,furniture,China

624,Marc Ladreit de Lacharriere,3.5,77,finance,France

625,Li Ge,3.5,51,biotech,China

626,Horst Paulmann,3.5,83,retail,Chile

627,Carlos RodriguezPastor,3.5,59,finance,Peru

628,Ken Langone,3.5,83,investments,United States

629,Edwin Leong,3.5,66,real estate,Hong Kong

630,Andreas Struengmann,3.5,68,pharmaceuticals,Germany

630,Thomas Struengmann,3.5,68,pharmaceuticals,Germany

632,Feng Hailiang,3.5,58,copper education,China

633,Kerry Stokes,3.5,78,construction equipment media,Australia

634,Sid Bass,3.5,76,oil investments,United States

635,Lu Zhiqiang,3.5,66,real estate,China

636,Arne Wilhelmsen,3.5,88,cruise ships,Norway

637,Rodger Riney,3.5,72,discount brokerage,United States

638,Tse Ping,3.5,66,pharmaceuticals,China

639,Wang Wenxue,3.5,51,real estate,China

640,Anil Agarwal,3.5,65,mining metals,India

641,Martin Lorentzon,3.4,49,Spotify,Sweden

642,Ken Fisher,3.4,67,money management,United States

643,Rita Tong Liu,3.4,70,real estate,Hong Kong

644,Jeff Greene,3.4,63,real estate investments,United States

645,Katharina OttoBernstein,3.4,,real estate,Germany

646,Clemens Toennies,3.4,62,meat processing,Germany

647,Min Kao,3.4,69,navigation equipment,United States

648,Friedhelm Loh,3.4,72,manufacturing,Germany

649,Anne Beaufour,3.4,55,pharmaceuticals,France

649,Henri Beaufour,3.4,53,pharmaceuticals,France

651,Jane Goldman,3.4,63,real estate,United States

652,Henry Nicholas III,3.4,59,semiconductors,United States

653,Charles Cohen,3.4,66,real estate,United States

654,Scott Cook,3.4,66,software,United States

655,Teddy Sagi,3.4,46,gambling software,Israel

656,Tony Tan Caktiong,3.4,65,food,Philippines

657,Martin Ebner,3.4,73,investments,Switzerland

658,Pierre Chen,3.4,60,art electronics,Taiwan

659,David Steward,3.4,67,IT provider,United States

660,Helen JohnsonLeipold,3.4,61,cleaning products,United States

661,Amos Hostetter Jr,3.4,81,cable television,United States

662,Shaul Shani,3.4,63,telecom,Israel

663,Lai Meisong,3.3,47,package delivery,China

664,S Curtis Johnson,3.3,63,cleaning products,United States

664,Winifred JohnsonMarquart,3.3,59,cleaning products,United States

666,David Bonderman,3.3,75,private equity,United States

667,Amy Goldman Fowler,3.3,64,real estate,United States

668,Cao Longxiang,3.3,61,pharmaceuticals,China

669,H Fisk Johnson,3.3,60,cleaning products,United States

670,Issad Rebrab,3.3,74,food,Algeria

671,Diane Kemper,3.3,73,real estate,United States

672,Anthony Pritzker,3.3,57,hotels investments,United States

673,Richard Sands,3.3,67,Food & Beverage,United States

674,Allan Goldman,3.3,75,real estate,United States

675,Kapil & Rahul Bhatia,3.3,,airlines,India

676,Lynn Schusterman,3.3,79,oil & gas investments,United States

677,Alexander Skorobogatko,3.3,51,real estate airport,Russia

678,Bernard Ecclestone,3.3,87,Formula One,United Kingdom

679,Alexander Ponomarenko,3.3,53,real estate airport,Russia

680,John Arnold,3.3,44,hedge funds,United States

681,Vincent McMahon,3.3,73,Entertainment,United States

682,Tom Golisano,3.3,76,payroll services,United States

683,Robert Sands,3.3,60,Food & Beverage,United States

684,Ashwin Dani,3.3,75,paints,India

685,Prasert PrasarttongOsoth,3.3,85,hospitals,Thailand

686,Zhang Xin,3.3,53,real estate,China

687,Yu Huijiao,3.3,52,package delivery,China

688,Oleg Deripaska,3.3,50,aluminum utilities,Russia

689,Michael Moritz,3.3,64,venture capital,United States

690,Andrew Forrest,3.3,56,mining,Australia

691,Mark Walter,3.3,58,finance,United States

692,Maren Otto,3.3,,retail real estate,Germany

693,Michael Ashley,3.2,54,sports retailing,United Kingdom

694,Paul Singer,3.2,74,hedge funds,United States

695,Michael Pieper,3.2,72,kitchen appliances,Switzerland

696,Rainer Blickle,3.2,71,auto parts,Germany

697,JB Pritzker,3.2,53,hotels investments,United States

698,Rudolf Maag,3.2,72,medical devices,Switzerland

699,Yakir Gabay,3.2,52,real estate,Cyprus

700,Idan Ofer,3.2,63,drilling shipping,Israel

701,Lars Larsen,3.2,70,retail,Denmark

702,Heidi Horten,3.2,77,retail,Austria

703,Leon G Cooperman,3.2,75,hedge funds,United States

704,Jon Stryker,3.2,60,medical equipment,United States

705,Rafael Del Pino y CalvoSotelo,3.2,60,construction,Spain

706,Kiran MazumdarShaw,3.2,65,biotech,India

707,Melissa Ma,3.2,48,internet search,China

708,Alain Bouchard,3.2,69,retail,Canada

709,Krit Ratanarak,3.2,72,media real estate,Thailand

710,Chu Mang Yee,3.2,58,real estate,China

711,Richard Chandler,3.2,59,investments,New Zealand

712,Jean (Gigi) Pritzker,3.2,56,hotels investments,United States

713,John Middleton,3.2,63,tobacco,United States

714,Herb Simon,3.2,83,real estate,United States

715,Abdulla Al Futtaim,3.2,,auto dealers investments,United Arab Emirates

716,Don Hankey,3.1,75,auto loans,United States

717,Marc Rowan,3.1,56,private equity,United States

718,Lindsay Fox,3.1,81,logistics real estate,Australia

719,Alexander Svetakov,3.1,50,real estate,Russia

720,Hasmukh Chudgar,3.1,85,pharmaceuticals,India

721,Gustav Magnar Witzoe,3.1,25,fish farming,Norway

722,John Catsimatidis,3.1,70,oil real estate,United States

723,Daniel Tsai,3.1,62,finance,Taiwan

724,Richard Tsai,3.1,61,finance,Taiwan

725,Nicolas Puech,3.1,75,Hermes,France

726,Hans Peter Wild,3.1,77,flavorings,Switzerland

727,Donald Trump,3.1,72,television real estate,United States

728,Daniel Loeb,3.1,56,hedge funds,United States

729,Igor Altushkin,3.1,48,metals,Russia

730,Meg Whitman,3.1,62,eBay,United States

731,Mark Shoen,3.1,67,UHaul,United States

732,Daniel Och,3,57,hedge funds,United States

733,Aloke Lohia,3,59,petrochemicals,India

734,Sergei Galitsky,3,51,retail,Russia

735,Steve Wynn,3,76,casinos hotels,United States

736,Suhail Bahwan,3,79,diversified,Oman

737,Randal Kirk,3,64,pharmaceuticals,United States

738,Hans Georg Naeder,3,57,prosthetics,Germany

739,Karsanbhai Patel,3,74,consumer goods,India

740,Romesh T Wadhwani,3,71,software,United States

741,Alvaro Saieh Bendeck,3,68,banking,Chile

742,Jay Paul,3,71,real estate,United States

743,Patrizio Bertelli,3,72,luxury goods,Italy

744,Miuccia Prada,3,69,luxury goods,Italy

745,Gil Shwed,3,50,software,Israel

746,Huang Chulong,3,59,real estate,Canada

747,Christopher Hohn,3,51,Hedge funds,United Kingdom

748,Joseph Liemandt,3,50,Software,United States

748,Lynsi Snyder,3,36,InNOut Burger,United States

750,Luis Frias,3,55,mobile payments,Brazil

751,Ren Zhengfei,3,74,telecom equipment,China

752,Daryl Katz,3,57,pharmacies,Canada

753,Michal Solowow,3,56,investments,Poland

754,Patrick Drahi,3,55,telecom,France

755,Otto Happel,3,70,engineering,Germany

756,Timur Kulibaev,3,52,banking,Kazakhstan

757,Dinara Kulibaeva,3,51,banking,Kazakhstan

758,Georg Nemetschek,3,84,software,Germany

759,Charles Simonyi,3,70,Microsoft,United States

760,Howard Schultz,3,65,Starbucks,United States

761,James Jannard,3,69,sunglasses,United States

762,Sun Guangxin,3,55,diversified,China

763,Arturo Moreno,3,72,billboards Anaheim Angels,United States

764,Dmitry Kamenshchik,3,50,airport,Russia

765,Don Vultaggio,3,66,AriZona Beverages,United States

766,Mary Alice Dorrance Malone,3,68,Campbell Soup,United States

767,Robert Toennies,3,40,meat processing,Germany

768,Michael Rubin,2.9,46,online retail,United States

769,Thomas Siebel,2.9,65,business software,United States

770,Luo Jye,2.9,92,tires,Taiwan

771,Tom Morris,2.9,64,retail,United Kingdom

772,Simon Xie,2.9,48,online payment service,China

773,Joe Mansueto,2.9,62,investment research,United States

774,Sameer Gehlaut,2.9,44,finance,India

775,Ye Chenghai,2.9,75,pharmaceuticals,Hong Kong

776,Alain Merieux,2.9,80,pharmaceuticals,France

777,Karel Komarek,2.9,49,lotteries,Czech Republic

778,Alejandro Bulgheroni,2.9,73,oil & gas,Argentina

779,Yvonne Bauer,2.9,41,media,Germany

780,Shashi & Ravi Ruia,2.9,,diversified,India

781,Lucio Tan,2.9,84,diversified,Philippines

782,Riley Bechtel,2.9,66,engineering construction,United States

782,Stephen Bechtel Jr,2.9,93,engineering construction,United States

784,Chandru Raheja,2.9,78,real estate,India

785,Cai Dongchen,2.9,65,pharmaceuticals,China

786,Xu Chuanhua,2.9,83,chemicals logistics,China

787,Jonathan Gray,2.9,48,investments,United States

788,Haim Saban,2.9,73,TV network investments,United States

789,Zhang Wenzhong,2.9,56,Retail,China

790,Zhang Li,2.9,65,real estate,China

791,Peter Gilgan,2.9,67,homebuilding,Canada

792,Cheng Xue,2.9,48,soy sauce,China

793,Eric Smidt,2.9,58,hardware stores,United States

794,Andrew & Peggy Cherng,2.9,,restaurants,United States

795,Johnelle Hunt,2.9,86,trucking,United States

796,Yu Yong,2.9,57,mining,China

797,Patrick Ryan,2.9,81,insurance,United States

798,William Wrigley Jr,2.9,54,chewing gum,United States

799,Yusaku Maezawa,2.9,42,online retail,Japan

800,Gerald Ford,2.9,74,banking,United States

801,Lim Sungki,2.8,78,pharmaceuticals,South Korea

802,Daniel D'Aniello,2.8,72,private equity,United States

803,Jim Breyer,2.8,57,venture capital,United States

804,Edward DeBartolo Jr,2.8,71,shopping centers,United States

805,William Conway Jr,2.8,69,private equity,United States

806,David Rubenstein,2.8,69,private equity,United States

807,Oprah Winfrey,2.8,64,TV shows,United States

808,Ji Qi,2.8,52,hotels motels,China

809,Sebastian Piñera,2.8,68,investments,Chile

810,Vanich Chaiyawan,2.8,86,insurance beverages,Thailand

811,Sergio Mantegazza,2.8,90,travel,Switzerland

812,Erwin Franz Mueller,2.8,86,drugstores,Germany

813,John Dorrance III,2.8,74,Campbell Soup,Ireland

813,Philip Niarchos,2.8,64,art collection,Greece

815,Thi Phuong Thao Nguyen,2.8,48,airlines,Vietnam

816,Erman Ilicak,2.8,51,construction,Turkey

817,Radovan Vitek,2.8,47,real estate,Czech Republic

818,Louis Le Duff,2.8,72,bakeries,France

819,Georg Stumpf,2.8,46,real estate construction,Austria

820,Alicia Koplowitz,2.8,65,construction investments,Spain

821,Li Gaiteng,2.8,46,hair dryers,China

822,Gayle Benson,2.8,71,pro sports teams,United States

823,Mortimer Zuckerman,2.7,81,real estate media,United States

824,Do Won & Jin Sook Chang,2.7,62,fashion retail,United States

825,Eduardo Eurnekian,2.7,85,airports investments,Argentina

826,James Irsay,2.7,59,Indianapolis Colts,United States

827,Hans Melchers,2.7,80,chemicals investments,Netherlands

828,Liu Zhongtian,2.7,54,aluminum products,China

829,Hedda im BrahmDroege,2.7,63,consulting,Germany

830,Ding Shizhong,2.7,47,sports apparel,China

831,John Fisher,2.7,57,Gap,United States

832,Glen Taylor,2.7,77,printing,United States

833,Jimmy Haslam,2.7,64,gas stations retail,United States

834,Chase Coleman III,2.7,43,hedge fund,United States

835,Penny Pritzker,2.7,59,hotels investments,United States

836,Zhang Xuexin,2.7,71,aluminum,China

837,Richard Peery,2.7,80,real estate,United States

838,Samvel Karapetyan,2.7,53,real estate,Russia

839,Mochtar Riady,2.7,89,diversified,Indonesia

840,Doris Fisher,2.7,87,Gap,United States

841,B Wayne Hughes,2.7,85,self storage,United States

842,Carlo Benetton,2.7,74,fashion retail investments,Italy

842,Gilberto Benetton,2.7,77,fashion retail investments,Italy

842,Giuliana Benetton,2.7,81,fashion retail investments,Italy

845,Luciano Benetton,2.7,83,fashion retail investments,Italy

846,Sean Parker,2.7,38,Facebook,United States

847,Mohamed Mansour,2.7,70,diversified,Egypt

848,Tsai Hongtu,2.7,66,finance,Taiwan

849,Thomas Straumann,2.7,55,dental implants,Switzerland

850,Noam Gottesman,2.7,57,hedge funds,United States

851,PV Ramprasad Reddy,2.7,60,pharmaceuticals,India

852,Kurt Krieger,2.7,70,furniture retailing,Germany

853,Kuan Kam Hon,2.7,71,synthetic gloves,Malaysia

854,Lawrence Stroll,2.7,59,fashion investments,Canada

855,Ding Shijia,2.7,54,sportswear,China

856,Park Yeoncha,2.7,72,sneakers,South Korea

857,Torbjorn Tornqvist,2.7,64,oil trading,Sweden

858,Warren Stephens,2.7,61,investment banking,United States

859,Wu Zhigang,2.6,83,bakery chain,China

860,Ramon Ang,2.6,64,Diversified,Philippines

861,Fu Liquan,2.6,51,surveillance equipment,China

862,Jim Davis,2.6,58,staffing & recruiting,United States

863,Li Li,2.6,54,pharmaceuticals,China

864,Jane Lauder,2.6,45,cosmetics,United States

865,Daniel Kretinsky,2.6,43,energy generation,Czech Republic

866,Luo Liguo,2.6,62,chemicals,China

867,Daniel Ek,2.6,35,Spotify,Sweden

868,Jorge Perez,2.6,68,real estate,United States

869,Eva Maria BucherHaefner,2.6,61,Computer Associates,Switzerland

870,Spiro Latsis,2.6,71,banking shipping,Greece

871,Ray Davis,2.6,76,pipelines,United States

872,Piero Ferrari,2.6,73,automobiles,Italy

873,Ma Xingtian,2.6,49,pharmaceuticals,China

874,Takao Yasuda,2.6,69,retail,Japan

875,Abilio dos Santos Diniz,2.6,81,retail,Brazil

876,Philippe ForielDestezet,2.6,83,employment agency,France

877,Fong Yun Wah,2.6,93,real estate,Hong Kong

878,Low Tuck Kwong,2.6,70,coal,Indonesia

879,Saeed Bin Butti Al Qebaisi,2.6,,hospitals investments,United Arab Emirates

880,John Paul DeJoria,2.6,74,hair products tequila,United States

881,Phil Ruffin,2.6,83,casinos real estate,United States

882,Peter Lim,2.6,65,investments,Singapore

883,Lau Cho Kun,2.6,82,palm oil property,Malaysia

884,Stephen Mandel Jr,2.6,62,hedge funds,United States

885,Ralph Sonnenberg,2.6,84,blinds,Netherlands

886,T Denny Sanford,2.6,82,banking credit cards,United States

887,Sunil Vaswani,2.6,55,diversified,United Kingdom

888,Bulat Utemuratov,2.6,60,mining banking hotels,Kazakhstan

889,Mark Stevens,2.6,58,venture capital,United States

890,E Joe Shoen,2.6,68,UHaul,United States

891,Zygmunt SolorzZak,2.5,62,TV broadcasting,Poland

892,Bradley Jacobs,2.5,62,logistics,United States

893,John Henry,2.5,69,sports,United States

894,Jason Chang,2.5,74,electronics,Singapore

895,George Bishop,2.5,81,oil & gas,United States

896,Luca Garavoglia,2.5,49,spirits,Italy

897,Peter Thiel,2.5,51,Facebook Palantir,United States

898,Hussain Sajwani,2.5,65,real estate,United Arab Emirates

899,Denise York,2.5,67,San Francisco 49ers,United States

900,Bob Parsons,2.5,67,web hosting,United States

901,Zuo Hui,2.5,47,real estate services,China

902,Mohed Altrad,2.5,70,scaffolding cement mixers,France

903,Vladimir Kim,2.5,57,mining,Kazakhstan

904,God Nisanov,2.5,46,real estate,Russia

904,Zarakh Iliev,2.5,52,real estate,Russia

906,Jeff Rothschild,2.5,63,Facebook,United States

907,Li Zhongchu,2.5,55,software,China

908,Gustavo Denegri,2.5,82,biotech,Italy

909,Rishad Naoroji,2.5,67,consumer goods,India

910,Adi Godrej,2.5,76,consumer goods,India

910,Jamshyd Godrej,2.5,69,consumer goods,India

910,Nadir Godrej,2.5,67,consumer goods,India

910,Smita CrishnaGodrej,2.5,67,consumer goods,India

914,Murali Divi,2.5,67,pharmaceuticals,India

915,Alexander Frolov,2.5,54,mining steel,Russia

916,Lin Xiucheng,2.5,63,electronics,China

917,Stephan Schmidheiny,2.5,70,investments,Switzerland

918,John Pritzker,2.5,65,hotels investments,United States

919,Bennett Dorrance,2.5,72,Campbell Soup,United States

920,Bill Austin,2.5,76,hearing aids,United States

921,Hubert Burda,2.5,78,publishing,Germany

922,Ty Warner,2.5,74,real estate plush toys,United States

923,Juan Abello,2.5,76,investments,Spain

924,Chuchat & Daonapa Petaumpai,2.5,65,motorcycle loans,Thailand

925,Stein Erik Hagen,2.5,62,consumer goods,Norway

926,Or Wai Sheun,2.5,67,real estate,Hong Kong

927,Vincent Viola,2.5,62,electronic trading,United States

928,Rakesh Jhunjhunwala,2.5,58,investments,India

929,Wang Zhenhua,2.5,56,real estate,China

930,Michael & Reiner SchmidtRuthenbeck,2.5,75,retail,Germany

931,Jerry Yang,2.5,49,Yahoo,United States

932,Lee Bass,2.5,62,oil investments,United States

933,Adam Neumann,2.5,39,WeWork,Israel

934,Lottie Tham,2.5,69,H&M,Sweden

935,Leena Tewari,2.5,61,pharmaceuticals,India

936,Eric Lefkofsky,2.5,49,Groupon,United States

937,John Caudwell,2.5,66,mobile phones,United Kingdom

938,Rajan Raheja,2.5,64,diversified,India

939,Thomas Secunda,2.5,64,Bloomberg LP,United States

940,George Argyros,2.5,81,real estate investments,United States

941,Pan Weiming,2.5,54,real estate,China

942,Baba Kalyani,2.4,69,engineering,India

943,David Walentas,2.4,80,real estate,United States

944,Jose Luis Cutrale,2.4,72,orange juice,Brazil

945,Horst Julius Pudwill,2.4,73,manufacturing,Germany

946,C Dean Metropoulos,2.4,72,investments,United States

947,Hanni Toosbuy Kasprzak,2.4,61,shoes,Denmark

948,Bernard Lewis,2.4,92,fashion retailer,United Kingdom

949,Li Sze Lim,2.4,61,real estate,Hong Kong

950,Joseph Grendys,2.4,56,poultry processing,United States

951,Walter Faria,2.4,63,beer,Brazil

952,Dik Wessels,2.4,72,construction engineering,Netherlands

953,Alfred Gantner,2.4,50,private equity,Switzerland

953,Marcel Erni,2.4,53,private equity,Switzerland

953,Urs Wietlisbach,2.4,57,private equity,Switzerland

956,Chengta Tsai,2.4,,finance,Taiwan

957,Anita Zucker,2.4,66,chemicals,United States

958,Kenneth Feld,2.4,69,circus live entertainment,United States

959,W Herbert Hunt,2.4,89,oil,United States

960,Michael Ying,2.4,68,retail,Hong Kong

961,Andrew Tan,2.4,66,diversified,Philippines

962,Liang Xinjun,2.4,50,conglomerate,China

963,John Arrillaga,2.4,81,real estate,United States

964,Timothy Boyle,2.4,69,Columbia Sportswear,United States

965,Charles Bronfman,2.4,87,liquor,Canada

966,Taha Mikati,2.4,73,telecom,Lebanon

967,Daniel Pritzker,2.4,59,hotels investments,United States

968,Sze Man Bok,2.4,68,hygiene products,China

969,Sunny Varkey,2.4,61,education,India

970,Huang Shilin,2.4,51,storage batteries,China

971,Choo Chong Ngen,2.4,65,hotels,Singapore

972,Brad Kelley,2.4,61,tobacco,United States

973,Hui Lin Chit,2.4,65,hygiene products,China

974,Michael Hintze,2.4,65,investment,Australia

975,Roberto Irineu Marinho,2.4,71,media,Brazil

976,Maritsa Lazari,2.4,73,real estate,United Kingdom

977,Robert Miller,2.4,73,electronics components,Canada

978,Jose Roberto Marinho,2.3,62,media,Brazil

979,Raj Kumar & Kishin RK,2.3,64,real estate,Singapore

980,Arkady Rotenberg,2.3,66,construction pipes banking,Russia

981,Alijan Ibragimov,2.3,64,mining metals,Kazakhstan

982,Edward Bass,2.3,73,oil investments,United States

983,David Gottesman,2.3,92,investments,United States

984,Somphote Ahunai,2.3,51,energy,Thailand

985,Norman Braman,2.3,86,art car dealerships,United States

986,Najib Mikati,2.3,62,telecom,Lebanon

987,Mitchell Goldhar,2.3,57,real estate,Canada

988,Chuck Bundrant,2.3,76,fishing,United States

989,Ermirio Pereira de Moraes,2.3,86,diversified,Brazil

990,Cheng Cheung Ling,2.3,54,pharmaceuticals,China

991,Drayton McLane Jr,2.3,82,Walmart logistics,United States

992,Caroline Hagen Kjos,2.3,34,conglomerate,Norway

993,Wang Wenjing,2.3,53,business software,China

994,George Ty,2.3,85,banking,Philippines

995,Ke Zunhong,2.3,64,pharmaceuticals,China

996,Peter Unger,2.3,74,auto repair,Germany

997,Nikolai Buinov,2.3,51,oil gas,Russia

998,Alexander Mamut,2.3,58,investments,Russia

999,Manuel Lao Hernandez,2.3,74,gambling,Spain

1000,Pat Stryker,2.3,62,medical equipment,United States

1001,Phillip Frost,2.3,81,pharmaceuticals,United States

1002,Stewart Rahr,2.3,72,drug distribution,United States

1003,H Ross Perot Jr,2.3,59,real estate,United States

1004,Stephen Lansdown,2.3,66,financial services,Guernsey

1005,Chung Euisun,2.3,47,logistics,South Korea

1006,William Young,2.3,77,plastics,United States

1007,Masateru Uno,2.3,71,drugstores,Japan

1008,Thai Lee,2.3,59,IT provider,United States

1009,Tong Jinquan,2.3,63,real estate,China

1010,Koos Bekker,2.3,65,media investments,South Africa

1011,Kim Beomsu,2.3,52,online services,South Korea

1012,Ennio Doris,2.3,78,financial services,Italy

1013,Igor Kesaev,2.3,51,tobacco distribution retail,Russia

1014,Samuel Yin,2.3,68,diversified,Taiwan

1015,Carlo Fidani,2.3,63,real estate,Canada

1016,Arvind Tiku,2.3,48,oil & gas investments,India

1017,Stefan Olsson,2.3,69,diversified,Sweden

1018,Tang Yiu,2.3,84,fashion retail,Hong Kong

1019,Luigi Rovati,2.3,90,pharmaceuticals,Italy

1020,Osman Kibar,2.3,47,biotech,United States

1021,Joao Roberto Marinho,2.3,65,media,Brazil

1022,Mangal Prabhat Lodha,2.3,62,real estate,India

1023,Larry Robbins,2.3,48,hedge funds,United States

1024,Jorge Moll Filho,2.3,73,hospitals,Brazil

1025,Bernard Fraisse,2.3,62,pharmaceuticals,France

1026,Todd Christopher,2.3,56,hair care products,United States

1027,An Kang,2.2,69,pharmaceuticals,China

1028,Ou Zongrong,2.2,54,real estate,China

1029,Cho Tak Wong,2.2,72,auto parts,Hong Kong

1030,Jim Coulter,2.2,58,private equity,United States

1031,Vinod & Anil Rai Gupta,2.2,,electrical equipment,India

